display_label,builder_count,type_count,types,assignment_by_builder
Enhanced Steel Grasp,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
Event,4,4,"event, occurrence, occurrences,incidents,ceremonies,meetings, unknown","qwen3_0_6b=event; qwen3_1_7b=unknown; qwen3_8b=event; gemma3_270m=event,occurrence,occurrences,incidents,ceremonies,meetings"
Exploit,4,4,"artifact, concept, content, method",qwen35_2b=content; qwen35_9b=artifact; qwen3_4b=concept; gemma3_1b=method
Furious Double Swing,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
Furious Impulse,4,4,"concept, method, skill, unknown",qwen35_2b=unknown; qwen35_4b=method; qwen35_9b=concept; qwen3_8b=skill
Hamstring,4,4,"concept, method, skill, unknown",qwen35_4b=method; qwen35_9b=concept; qwen3_8b=skill; gemma3_12b=unknown
Home prices,4,4,"concept, data, naturalobject, unknown",qwen35_2b=unknown; qwen3_0_6b=naturalobject; qwen3_4b=concept; qwen3_8b=data
Icy Veil,4,4,"concept, content, method, skill",qwen35_9b=method; qwen3_1_7b=content; qwen3_4b=concept; qwen3_8b=skill
Kentucky Sports Betting History,4,4,"concept, event, location, text",qwen3_0_6b=event; qwen3_1_7b=location; qwen3_4b=concept; gemma3_270m=text
LaLiga,4,4,"concept, event, league, unknown",qwen35_9b=concept; qwen3_4b=event; qwen3_8b=league; gemma3_4b=unknown
Layoff,4,4,"announcement, event, method, unknown",qwen3_8b=event; gemma3_270m=announcement; gemma3_1b=method; gemma3_4b=unknown
M-series MacBooks,4,4,"artifact, content, location, organization",qwen35_2b=content; qwen35_4b=location; qwen35_9b=artifact; qwen3_1_7b=organization
Non-processed meat,4,4,"artifact, concept, food, naturalobject","qwen35_4b=food; qwen35_9b=artifact,naturalobject; qwen3_4b=concept; gemma3_4b=artifact"
Ordovician period,4,4,"concept, event, period, time",qwen35_0_8b=concept; qwen3_4b=time; gemma3_1b=period; gemma3_12b=event
Pacts,4,4,"content, event, naturalobject, unknown",qwen35_0_8b=unknown; qwen35_2b=content; qwen3_0_6b=naturalobject; qwen3_1_7b=event
Pocket_Recommends@mozilla.social,4,4,"content, data, location, organization",qwen35_2b=data; qwen3_1_7b=location; qwen3_8b=content; gemma3_12b=organization
Power Charge,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
Prime Iron Maelstrom,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
Proterozoic eon,4,4,"concept, event, location, time",qwen35_9b=location; qwen3_4b=time; qwen3_8b=event; gemma3_12b=concept
Scooby-Doo,4,4,"content, creature, person, unknown",qwen35_4b=person; qwen3_1_7b=unknown; qwen3_4b=content; gemma3_4b=creature
Strategic Ground Stomp,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
Supreme Iron Maelstrom,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
USD denominated debt,4,4,"concept, data, other, unknown",qwen35_2b=data; qwen35_4b=unknown; qwen3_0_6b=other; qwen3_4b=concept
bond markets,4,4,"concept, data, other, unknown",qwen35_2b=data; qwen35_4b=unknown; qwen3_0_6b=other; qwen3_4b=concept
homes,4,4,"concept, event, location, unknown",qwen35_2b=concept; qwen3_0_6b=location; gemma3_1b=event; gemma3_4b=unknown
iPads,4,4,"artifact, concept, product, unknown",qwen35_2b=product; qwen3_1_7b=unknown; qwen3_4b=concept; gemma3_12b=artifact
promo codes,4,4,"artifact, concept, data, unknown",qwen35_2b=data; qwen35_4b=artifact; qwen3_8b=concept; gemma3_4b=unknown
1PM ET,4,3,"data, event, time",qwen35_9b=data; qwen3_0_6b=time; gemma3_4b=event; gemma3_12b=event
2016,4,3,"data, unknown, year",qwen35_2b=unknown; qwen35_4b=data; qwen3_0_6b=year; qwen3_1_7b=year
203 kids,4,3,"data, location, unknown",qwen35_0_8b=location; qwen35_2b=data; gemma3_1b=unknown; gemma3_4b=data
49ers defense,4,3,"location, organization, unknown",qwen3_1_7b=location; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
AI Cyber Challenge,4,3,"content, event, method",qwen35_0_8b=method; qwen3_1_7b=event; qwen3_4b=event; qwen3_8b=content
AI-based Medical Practices,4,3,"concept, content, unknown",qwen35_0_8b=content; qwen3_4b=concept; qwen3_8b=concept; gemma3_12b=unknown
AIF,4,3,"concept, investment, organization",qwen35_2b=concept; qwen35_4b=organization; gemma3_270m=investment; gemma3_1b=concept
Advanced Economies,4,3,"location, organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=location; gemma3_12b=location
Advanced Placement biology test,4,3,"concept, content, event",qwen35_9b=concept; qwen3_4b=event; qwen3_8b=event; gemma3_4b=content
Alopecia,4,3,"concept, condition, naturalobject",qwen35_4b=naturalobject; qwen3_1_7b=condition; qwen3_4b=concept; qwen3_8b=concept
Anker Liberty 4 NC,4,3,"artifact, content, product",qwen35_4b=content; qwen35_9b=artifact; gemma3_1b=product; gemma3_12b=artifact
Apple App Store,4,3,"artifact, content, location",qwen35_0_8b=content; qwen35_9b=artifact; qwen3_4b=location; qwen3_8b=artifact
Apple Inc.,4,3,"company, organization, unknown",qwen35_0_8b=organization; qwen3_8b=organization; gemma3_270m=company; gemma3_4b=unknown
Apple Watch Ultra,4,3,"artifact, device, unknown",qwen35_2b=unknown; qwen35_4b=artifact; gemma3_1b=device; gemma3_4b=artifact
Apple iPad Air,4,3,"artifact, content, product",qwen3_0_6b=product; qwen3_1_7b=artifact; qwen3_4b=content; gemma3_1b=artifact
Arsenal System,4,3,"artifact, concept, event",qwen35_4b=artifact; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept
Atmospheric CO2 Levels,4,3,"concept, data, unknown",qwen35_4b=data; qwen35_9b=data; qwen3_4b=concept; gemma3_4b=unknown
Atmospheric oxygen levels,4,3,"concept, data, unknown",qwen35_2b=unknown; qwen35_4b=data; qwen35_9b=data; qwen3_4b=concept
Attention-mining apps,4,3,"artifact, concept, unknown",qwen35_4b=artifact; qwen35_9b=concept; qwen3_8b=concept; gemma3_4b=unknown
Bal-Sagoth,4,3,"concept, naturalobject, organization",qwen35_4b=organization; qwen35_9b=concept; qwen3_8b=naturalobject; gemma3_4b=concept
Bardic Inspiration,4,3,"artifact, concept, method",qwen35_0_8b=method; qwen35_4b=artifact; qwen3_4b=concept; qwen3_8b=concept
Bayanihan for Basic Education (BBE),4,3,"content, event, program",qwen3_1_7b=content; qwen3_4b=event; qwen3_8b=program; gemma3_4b=event
Best Carpet Cleaners,4,3,"content, event, unknown",qwen35_4b=content; qwen35_9b=unknown; qwen3_4b=event; gemma3_12b=content
Bills @ Chiefs,4,3,"event, location, unknown",qwen35_2b=event; qwen3_1_7b=location; qwen3_8b=event; gemma3_1b=unknown
Bluetooth,4,3,"concept, method, technology",qwen3_4b=concept; qwen3_8b=technology; gemma3_1b=method; gemma3_12b=concept
Body+,4,3,"artifact, content, unknown",qwen35_2b=content; qwen35_4b=unknown; qwen3_1_7b=artifact; qwen3_8b=artifact
Brass,4,3,"artifact, company, organization",qwen35_4b=organization; qwen35_9b=artifact; qwen3_8b=artifact; gemma3_270m=company
Bundesliga,4,3,"concept, event, league",qwen35_9b=concept; qwen3_4b=event; qwen3_8b=league; gemma3_4b=concept
CAR-T therapies,4,3,"concept, method, unknown",qwen35_9b=method; qwen3_4b=unknown; qwen3_8b=concept; gemma3_12b=method
CD-19,4,3,"concept, data, unknown",qwen35_2b=data; qwen3_1_7b=unknown; qwen3_4b=concept; qwen3_8b=concept
CESM,4,3,"artifact, content, unknown",qwen35_9b=artifact; qwen3_1_7b=content; gemma3_270m=unknown; gemma3_4b=content
Cambrian,4,3,"location, period, timeperiod",qwen35_4b=location; qwen35_9b=location; qwen3_0_6b=period; qwen3_1_7b=timeperiod
Canon R5,4,3,"artifact, organization, unknown",qwen35_2b=artifact; qwen35_4b=artifact; qwen3_4b=unknown; gemma3_4b=organization
Capital Expenditure,4,3,"concept, other, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen3_0_6b=other; qwen3_8b=concept
Charisma,4,3,"ability, concept, unknown",qwen35_4b=concept; qwen3_4b=concept; qwen3_8b=ability; gemma3_12b=unknown
Citrin Cooperman Advisors LLC,4,3,"investmentadvisor, organization, unknown",qwen35_2b=organization; qwen35_4b=unknown; qwen35_9b=organization; gemma3_270m=investmentadvisor
Coursing Currents,4,3,"concept, content, method",qwen35_9b=method; qwen3_1_7b=content; qwen3_4b=concept; gemma3_4b=method
Crafting Materials,4,3,"concept, data, other",qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=data; gemma3_12b=other
Crossover boxing matches,4,3,"concept, event, unknown",qwen35_2b=concept; qwen3_0_6b=event; qwen3_8b=event; gemma3_1b=unknown
Crude oil prices,4,3,"concept, data, financialmarket",qwen35_9b=data; qwen3_0_6b=financialmarket; qwen3_1_7b=data; qwen3_8b=concept
Custom Instructions,4,3,"concept, method, unknown",qwen3_1_7b=concept; qwen3_8b=method; gemma3_4b=unknown; gemma3_12b=method
D&D,4,3,"concept, content, organization",qwen35_2b=concept; qwen35_4b=content; qwen3_8b=concept; gemma3_12b=organization
Dark Sky Reserve,4,3,"concept, content, location",qwen35_2b=content; qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=location
Deposit match bonuses,4,3,"concept, content, unknown","qwen35_4b=concept; qwen35_9b=concept; qwen3_8b=concept,content; gemma3_4b=unknown"
Documentary Stamps,4,3,"artifact, concept, data",qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=concept; qwen3_8b=data
Drugs,4,3,"artifact, content, none",qwen35_0_8b=content; qwen35_4b=artifact; qwen3_0_6b=content; qwen3_8b=none
Dyson V15 Detect,4,3,"artifact, concept, content",qwen35_2b=content; qwen3_0_6b=artifact; qwen3_1_7b=concept; gemma3_4b=artifact
EPFO/PF,4,3,"concept, organization, other",qwen35_4b=organization; qwen35_9b=organization; qwen3_4b=concept; gemma3_4b=other
Eagles @ Cowboys,4,3,"event, location, unknown",qwen35_2b=event; qwen3_1_7b=location; qwen3_8b=event; gemma3_1b=unknown
Earnings,4,3,"concept, data, earnings",qwen3_4b=concept; qwen3_8b=concept; gemma3_270m=earnings; gemma3_4b=data
Earth's magnetosphere,4,3,"concept, naturalobject, unknown","qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=naturalobject; qwen3_8b=concept,naturalobject"
Echo Buds (second-gen),4,3,"artifact, product, unknown",qwen35_2b=unknown; qwen35_4b=unknown; gemma3_1b=product; gemma3_4b=artifact
Echo devices,4,3,"artifact, location, unknown",qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=location; gemma3_4b=unknown
Edgemasters Aspect,4,3,"artifact, concept, event",qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_12b=artifact
Eras Tour movie,4,3,"content, event, unknown",qwen35_0_8b=event; qwen35_4b=unknown; qwen35_9b=content; qwen3_8b=content
Eternal Champion,4,3,"concept, content, naturalobject",qwen35_4b=content; qwen35_9b=concept; qwen3_8b=naturalobject; gemma3_4b=concept
February 2023,4,3,"event, month, unknown",qwen35_2b=unknown; qwen35_9b=unknown; qwen3_1_7b=month; qwen3_8b=event
Federal Agencies,4,3,"concept, organization, unknown",qwen35_0_8b=concept; qwen3_1_7b=organization; qwen3_4b=organization; gemma3_4b=unknown
Filmic,4,3,"artifact, organization, unknown",qwen35_4b=artifact; qwen35_9b=organization; qwen3_8b=unknown; gemma3_12b=unknown
Fish,4,3,"creature, food, naturalobject","qwen35_4b=food; qwen35_9b=creature,naturalobject; qwen3_4b=naturalobject; gemma3_4b=naturalobject"
Food Insecurity,4,3,"concept, event, unknown",qwen35_9b=concept; qwen3_1_7b=concept; qwen3_8b=event; gemma3_4b=unknown
Full moon,4,3,"concept, naturalobject, unknown",qwen35_2b=concept; qwen35_4b=unknown; qwen35_9b=naturalobject; qwen3_8b=concept
Funding,4,3,"concept, content, unknown",qwen3_0_6b=content; qwen3_4b=concept; qwen3_8b=concept; gemma3_12b=unknown
Game Development,4,3,"concept, developer, method",qwen3_4b=method; qwen3_8b=concept; gemma3_270m=developer; gemma3_1b=concept
Gaming keyboards,4,3,"artifact, content, unknown",qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=content; gemma3_1b=unknown
Gaming mice,4,3,"artifact, content, organization",qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=content; gemma3_270m=organization
Gross Direct Tax Revenue,4,3,"concept, data, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen3_8b=concept; gemma3_12b=data
H2FY24,4,3,"concept, data, unknown",qwen35_0_8b=concept; qwen35_2b=unknown; qwen35_9b=data; gemma3_4b=data
Headcount,4,3,"concept, data, unknown",qwen35_2b=unknown; qwen3_0_6b=concept; qwen3_4b=data; qwen3_8b=data
Heroes Feast,4,3,"concept, content, unknown",qwen3_1_7b=unknown; qwen3_8b=content; gemma3_1b=concept; gemma3_12b=content
Hetero-Polyionic Hydrogels,4,3,"artifact, concept, content",qwen35_2b=content; qwen35_9b=artifact; qwen3_4b=concept; qwen3_8b=concept
Hisense U7,4,3,"artifact, organization, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=artifact; gemma3_4b=organization
Industry,4,3,"concept, organization, unknown",qwen35_2b=unknown; qwen35_9b=organization; qwen3_4b=concept; gemma3_12b=concept
Insurance Claims,4,3,"concept, content, unknown",qwen35_0_8b=unknown; qwen35_4b=concept; qwen35_9b=concept; gemma3_4b=content
Ketones,4,3,"concept, naturalobject, unknown",qwen35_4b=unknown; qwen35_9b=naturalobject; qwen3_0_6b=naturalobject; qwen3_8b=concept
Kimmich-Goretzka-Musiala,4,3,"concept, group, unknown",qwen35_0_8b=concept; qwen35_4b=unknown; qwen3_4b=concept; qwen3_8b=group
Kitchen Deals,4,3,"event, location, unknown",qwen3_0_6b=location; qwen3_1_7b=event; qwen3_8b=event; gemma3_1b=unknown
Kotaku,4,3,"content, location, organization",qwen35_4b=organization; qwen35_9b=organization; gemma3_1b=location; gemma3_4b=content
Labor Camps,4,3,"concept, event, location",qwen35_4b=location; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=location
Large Language Models,4,3,"artifact, concept, unknown","qwen35_4b=concept; qwen35_9b=artifact,concept; gemma3_4b=unknown; gemma3_12b=artifact"
Leather Daddy Ghost,4,3,"artifact, concept, creature",qwen3_0_6b=creature; qwen3_8b=concept; gemma3_1b=artifact; gemma3_4b=creature
Lions @ Bears,4,3,"event, location, unknown",qwen3_0_6b=event; qwen3_1_7b=location; qwen3_8b=event; gemma3_1b=unknown
Liquid Retina screen,4,3,"artifact, content, data",qwen35_2b=data; qwen35_4b=artifact; gemma3_4b=content; gemma3_12b=artifact
Lithium Prices,4,3,"concept, data, unknown",qwen35_4b=data; qwen3_8b=unknown; gemma3_1b=concept; gemma3_12b=unknown
Liverpudlian,4,3,"concept, location, person",qwen3_0_6b=location; qwen3_4b=concept; qwen3_8b=location; gemma3_270m=person
Lupe,4,3,"artifact, organization, person",qwen35_2b=organization; qwen35_9b=artifact; gemma3_1b=person; gemma3_12b=organization
MLB betting sites,4,3,"concept, event, organization",qwen35_2b=organization; qwen3_0_6b=event; qwen3_4b=concept; qwen3_8b=concept
Mac,4,3,"artifact, concept, location",qwen35_4b=location; qwen3_0_6b=concept; qwen3_1_7b=artifact; qwen3_8b=location
"MacBook Air (13-inch, 2020)",4,3,"artifact, content, product",qwen35_0_8b=content; qwen35_4b=artifact; qwen35_9b=artifact; gemma3_1b=product
MacBook Air (2023),4,3,"artifact, content, product",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=product
Manhattan penthouses,4,3,"concept, event, location",qwen35_2b=concept; qwen35_4b=location; qwen3_0_6b=event; qwen3_1_7b=location
Masterclass Black Friday deal,4,3,"content, event, unknown",qwen35_0_8b=content; qwen3_0_6b=unknown; qwen3_8b=event; gemma3_1b=content
Melting Ice Sheets,4,3,"artifact, content, event",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=event; qwen3_8b=event
Midnight,4,3,"concept, event, time",qwen35_4b=event; qwen3_8b=concept; gemma3_4b=concept; gemma3_12b=time
NBA prop bets,4,3,"concept, content, person",qwen35_2b=content; qwen3_1_7b=concept; qwen3_4b=concept; gemma3_270m=person
NFC,4,3,"concept, location, organization",qwen35_4b=organization; qwen35_9b=concept; qwen3_4b=location; qwen3_8b=location
NJTSN,4,3,"artifact, concept, other",qwen35_4b=artifact; qwen3_4b=concept; gemma3_4b=concept; gemma3_12b=other
NNRTI,4,3,"concept, method, unknown",qwen35_2b=method; qwen35_4b=unknown; qwen35_9b=concept; qwen3_4b=concept
Net Debt,4,3,"concept, data, unknown",qwen35_4b=concept; qwen3_1_7b=data; qwen3_8b=data; gemma3_4b=unknown
New Hampshire scientists,4,3,"organization, person, unknown",qwen35_2b=organization; qwen35_4b=unknown; gemma3_1b=unknown; gemma3_4b=person
Ocean Explorer,4,3,"concept, event, organization",qwen35_0_8b=organization; qwen3_0_6b=event; qwen3_4b=concept; qwen3_8b=concept
OptaJoe,4,3,"content, other, person",qwen35_2b=person; qwen3_0_6b=content; qwen3_4b=person; qwen3_8b=other
Oxygen levels,4,3,"concept, data, unknown",qwen35_0_8b=data; qwen3_4b=concept; qwen3_8b=data; gemma3_4b=unknown
Patient,4,3,"concept, person, unknown",qwen3_0_6b=concept; qwen3_1_7b=person; qwen3_8b=person; gemma3_12b=unknown
Peele,4,3,"method, organization, person",qwen35_0_8b=organization; qwen35_2b=person; qwen3_0_6b=person; gemma3_1b=method
Pikmin,4,3,"concept, creature, unknown",qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=creature; gemma3_4b=unknown
Pixel 7A,4,3,"artifact, content, product",qwen35_0_8b=content; qwen35_4b=artifact; qwen3_4b=product; qwen3_8b=artifact
Polyacrylamide (PAH-lee-uh-CRIH-lah-myde),4,3,"artifact, content, material",qwen35_0_8b=content; qwen35_2b=content; gemma3_1b=material; gemma3_4b=artifact
Privacy-Preserving Techniques,4,3,"concept, content, unknown",qwen3_0_6b=content; qwen3_4b=concept; qwen3_8b=concept; gemma3_12b=unknown
RBI,4,3,"concept, data, unknown",qwen35_4b=data; qwen35_9b=data; qwen3_0_6b=concept; gemma3_1b=unknown
Regulatory oversight,4,3,"concept, event, unknown",qwen35_2b=unknown; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_8b=concept
Researchers,4,3,"organization, person, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=person; gemma3_12b=organization
Respiratory Illness,4,3,"concept, event, medical",qwen35_2b=concept; qwen35_4b=concept; qwen3_4b=event; gemma3_270m=medical
Roomba Combo j5+,4,3,"artifact, robotvacuum, unknown",qwen35_2b=unknown; qwen35_4b=artifact; gemma3_270m=robotvacuum; gemma3_4b=artifact
SN Fantasy,4,3,"concept, content, organization",qwen35_4b=organization; qwen3_0_6b=concept; gemma3_4b=content; gemma3_12b=organization
SWPC,4,3,"event, organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen3_0_6b=event; qwen3_1_7b=organization
Search Generative Experience (SGE),4,3,"artifact, method, technology",qwen3_1_7b=artifact; qwen3_4b=method; qwen3_8b=technology; gemma3_12b=artifact
Separation,4,3,"concept, event, unknown","qwen35_9b=concept; qwen3_4b=concept,event; qwen3_8b=event; gemma3_4b=unknown"
Sideloading,4,3,"concept, event, method",qwen35_9b=method; qwen3_1_7b=event; qwen3_4b=method; qwen3_8b=concept
Smart Bulbs,4,3,"artifact, content, unknown",qwen35_2b=unknown; qwen35_9b=artifact; qwen3_8b=content; gemma3_1b=content
Smartphone,4,3,"artifact, creature, unknown",qwen35_0_8b=unknown; qwen3_8b=artifact; gemma3_1b=creature; gemma3_4b=unknown
Sneak Attack,4,3,"concept, method, unknown",qwen3_0_6b=unknown; qwen3_8b=concept; gemma3_1b=unknown; gemma3_12b=method
Sparkling water makers,4,3,"artifact, content, unknown",qwen3_1_7b=artifact; qwen3_8b=content; gemma3_1b=unknown; gemma3_4b=artifact
Steel,4,3,"concept, naturalobject, other",qwen35_4b=naturalobject; qwen35_9b=naturalobject; qwen3_0_6b=other; qwen3_4b=concept
Team,4,3,"concept, organization, unknown",qwen35_4b=unknown; qwen35_9b=organization; qwen3_8b=concept; gemma3_1b=unknown
Tempest Domain,4,3,"method, organization, unknown",qwen35_9b=organization; qwen3_1_7b=unknown; qwen3_8b=organization; gemma3_4b=method
TikTok users,4,3,"group, location, unknown",qwen35_4b=unknown; qwen35_9b=unknown; qwen3_4b=location; qwen3_8b=group
Titans @ Dolphins,4,3,"event, location, unknown",qwen35_2b=event; qwen3_1_7b=location; qwen3_8b=event; gemma3_1b=unknown
Today show,4,3,"content, event, organization",qwen35_0_8b=organization; qwen35_4b=event; qwen3_4b=event; qwen3_8b=content
